"","Year","EventName","DriverId","TeamName","engine","works","Q1time","Rainfall","FullThrottlePct","SessionCondition","FastestQ1","GapToFastest","PerToFastest","is_beyond_107","Circuit_Match","City","Country","Track.Length..km.","Turns","Direction","Circuit.Type","First.Grand.Prix","Last.Grand.Prix","Races","Best.Lap.Timing","Best.Lap.Driver","Best.Lap.Year","Best.Lap.Time","first.year","last.year"
"13",2014,"Australian Grand Prix","chilton","Marussia","Ferrari",0,94.293,NA,NA,NA,90.775,3.518,0.0387551638667034,0,"Melbourne Grand Prix Circuit","Melbourne"," Australia",5.278,14,"Clockwise","Street","1996 Australian Grand Prix","2025 Australian Grand Prix",28,"1:19.813","Charles Leclerc",2024,79.813,1996,2025
"14",2014,"Australian Grand Prix","jules_bianchi","Marussia","Ferrari",0,94.794,NA,NA,NA,90.775,4.01899999999999,0.0442743045992838,0,"Melbourne Grand Prix Circuit","Melbourne"," Australia",5.278,14,"Clockwise","Street","1996 Australian Grand Prix","2025 Australian Grand Prix",28,"1:19.813","Charles Leclerc",2024,79.813,1996,2025
"15",2014,"Australian Grand Prix","grosjean","Lotus","Renault",0,96.993,NA,NA,NA,90.775,6.21799999999999,0.0684990360782152,0,"Melbourne Grand Prix Circuit","Melbourne"," Australia",5.278,14,"Clockwise","Street","1996 Australian Grand Prix","2025 Australian Grand Prix",28,"1:19.813","Charles Leclerc",2024,79.813,1996,2025
"16",2014,"Australian Grand Prix","ericsson","Caterham","Renault",0,95.157,NA,NA,NA,90.775,4.38199999999999,0.0482732029743871,0,"Melbourne Grand Prix Circuit","Melbourne"," Australia",5.278,14,"Clockwise","Street","1996 Australian Grand Prix","2025 Australian Grand Prix",28,"1:19.813","Charles Leclerc",2024,79.813,1996,2025
"17",2014,"Australian Grand Prix","vettel","Red Bull","Renault",0,91.931,NA,NA,NA,90.775,1.15599999999999,0.0127347838061139,0,"Melbourne Grand Prix Circuit","Melbourne"," Australia",5.278,14,"Clockwise","Street","1996 Australian Grand Prix","2025 Australian Grand Prix",28,"1:19.813","Charles Leclerc",2024,79.813,1996,2025
"18",2014,"Australian Grand Prix","hamilton","Mercedes","Mercedes",1,91.699,NA,NA,NA,90.775,0.923999999999992,0.0101790140457173,0,"Melbourne Grand Prix Circuit","Melbourne"," Australia",5.278,14,"Clockwise","Street","1996 Australian Grand Prix","2025 Australian Grand Prix",28,"1:19.813","Charles Leclerc",2024,79.813,1996,2025
"19",2014,"Australian Grand Prix","massa","Williams","Mercedes",0,91.228,NA,NA,NA,90.775,0.452999999999989,0.00499036078215355,0,"Melbourne Grand Prix Circuit","Melbourne"," Australia",5.278,14,"Clockwise","Street","1996 Australian Grand Prix","2025 Australian Grand Prix",28,"1:19.813","Charles Leclerc",2024,79.813,1996,2025
"20",2014,"Australian Grand Prix","kobayashi","Caterham","Renault",0,94.274,NA,NA,NA,90.775,3.499,0.038545855136326,0,"Melbourne Grand Prix Circuit","Melbourne"," Australia",5.278,14,"Clockwise","Street","1996 Australian Grand Prix","2025 Australian Grand Prix",28,"1:19.813","Charles Leclerc",2024,79.813,1996,2025
"21",2014,"Australian Grand Prix","ricciardo","Red Bull","Renault",0,90.775,NA,NA,NA,90.775,0,0,0,"Melbourne Grand Prix Circuit","Melbourne"," Australia",5.278,14,"Clockwise","Street","1996 Australian Grand Prix","2025 Australian Grand Prix",28,"1:19.813","Charles Leclerc",2024,79.813,1996,2025
"22",2014,"Malaysian Grand Prix","hamilton","Mercedes","Mercedes",1,117.202,NA,NA,NA,117.183,0.0189999999999912,0.000162139559492343,0,"Sepang International Circuit","Sepang"," Malaysia",5.543,15,"Clockwise","Race","1999 Malaysian Grand Prix","2017 Malaysian Grand Prix",19,"1:34.080","Sebastian Vettel",2017,94.08,1999,2017
"23",2014,"Malaysian Grand Prix","rosberg","Mercedes","Mercedes",1,117.183,NA,NA,NA,117.183,0,0,0,"Sepang International Circuit","Sepang"," Malaysia",5.543,15,"Clockwise","Race","1999 Malaysian Grand Prix","2017 Malaysian Grand Prix",19,"1:34.080","Sebastian Vettel",2017,94.08,1999,2017
"24",2014,"Malaysian Grand Prix","vettel","Red Bull","Renault",0,117.654,NA,NA,NA,117.183,0.470999999999989,0.00401935434320669,0,"Sepang International Circuit","Sepang"," Malaysia",5.543,15,"Clockwise","Race","1999 Malaysian Grand Prix","2017 Malaysian Grand Prix",19,"1:34.080","Sebastian Vettel",2017,94.08,1999,2017
"25",2014,"Malaysian Grand Prix","alonso","Ferrari","Ferrari",1,118.889,NA,NA,NA,117.183,1.70599999999999,0.0145584257102138,0,"Sepang International Circuit","Sepang"," Malaysia",5.543,15,"Clockwise","Race","1999 Malaysian Grand Prix","2017 Malaysian Grand Prix",19,"1:34.080","Sebastian Vettel",2017,94.08,1999,2017
"26",2014,"Malaysian Grand Prix","hulkenberg","Force India","Mercedes",0,118.883,NA,NA,NA,117.183,1.69999999999999,0.0145072237440583,0,"Sepang International Circuit","Sepang"," Malaysia",5.543,15,"Clockwise","Race","1999 Malaysian Grand Prix","2017 Malaysian Grand Prix",19,"1:34.080","Sebastian Vettel",2017,94.08,1999,2017
"27",2014,"Malaysian Grand Prix","button","McLaren","Mercedes",0,120.889,NA,NA,NA,117.183,3.70599999999999,0.0316257477620473,0,"Sepang International Circuit","Sepang"," Malaysia",5.543,15,"Clockwise","Race","1999 Malaysian Grand Prix","2017 Malaysian Grand Prix",19,"1:34.080","Sebastian Vettel",2017,94.08,1999,2017
"28",2014,"Malaysian Grand Prix","massa","Williams","Mercedes",0,120.047,NA,NA,NA,117.183,2.86399999999999,0.0244404051782254,0,"Sepang International Circuit","Sepang"," Malaysia",5.543,15,"Clockwise","Race","1999 Malaysian Grand Prix","2017 Malaysian Grand Prix",19,"1:34.080","Sebastian Vettel",2017,94.08,1999,2017
"29",2014,"Malaysian Grand Prix","bottas","Williams","Mercedes",0,119.709,NA,NA,NA,117.183,2.526,0.0215560277514656,0,"Sepang International Circuit","Sepang"," Malaysia",5.543,15,"Clockwise","Race","1999 Malaysian Grand Prix","2017 Malaysian Grand Prix",19,"1:34.080","Sebastian Vettel",2017,94.08,1999,2017
"30",2014,"Malaysian Grand Prix","kevin_magnussen","McLaren","Mercedes",0,120.356,NA,NA,NA,117.183,3.17299999999999,0.0270773064352337,0,"Sepang International Circuit","Sepang"," Malaysia",5.543,15,"Clockwise","Race","1999 Malaysian Grand Prix","2017 Malaysian Grand Prix",19,"1:34.080","Sebastian Vettel",2017,94.08,1999,2017
"31",2014,"Malaysian Grand Prix","kvyat","Toro Rosso","Renault",0,121.175,NA,NA,NA,117.183,3.99199999999999,0.0340663748154595,0,"Sepang International Circuit","Sepang"," Malaysia",5.543,15,"Clockwise","Race","1999 Malaysian Grand Prix","2017 Malaysian Grand Prix",19,"1:34.080","Sebastian Vettel",2017,94.08,1999,2017
"32",2014,"Malaysian Grand Prix","grosjean","Lotus","Renault",0,120.202,NA,NA,NA,117.183,3.01899999999999,0.0257631226372425,0,"Sepang International Circuit","Sepang"," Malaysia",5.543,15,"Clockwise","Race","1999 Malaysian Grand Prix","2017 Malaysian Grand Prix",19,"1:34.080","Sebastian Vettel",2017,94.08,1999,2017
"33",2014,"Malaysian Grand Prix","raikkonen","Ferrari","Ferrari",1,119.257,NA,NA,NA,117.183,2.074,0.0176988129677513,0,"Sepang International Circuit","Sepang"," Malaysia",5.543,15,"Clockwise","Race","1999 Malaysian Grand Prix","2017 Malaysian Grand Prix",19,"1:34.080","Sebastian Vettel",2017,94.08,1999,2017
"34",2014,"Malaysian Grand Prix","kobayashi","Caterham","Renault",0,123.595,NA,NA,NA,117.183,6.41199999999999,0.054717834498178,0,"Sepang International Circuit","Sepang"," Malaysia",5.543,15,"Clockwise","Race","1999 Malaysian Grand Prix","2017 Malaysian Grand Prix",19,"1:34.080","Sebastian Vettel",2017,94.08,1999,2017
"35",2014,"Malaysian Grand Prix","ericsson","Caterham","Renault",0,124.407,NA,NA,NA,117.183,7.22399999999999,0.0616471672512224,0,"Sepang International Circuit","Sepang"," Malaysia",5.543,15,"Clockwise","Race","1999 Malaysian Grand Prix","2017 Malaysian Grand Prix",19,"1:34.080","Sebastian Vettel",2017,94.08,1999,2017
"36",2014,"Malaysian Grand Prix","chilton","Marussia","Ferrari",0,124.388,NA,NA,NA,117.183,7.205,0.06148502769173,0,"Sepang International Circuit","Sepang"," Malaysia",5.543,15,"Clockwise","Race","1999 Malaysian Grand Prix","2017 Malaysian Grand Prix",19,"1:34.080","Sebastian Vettel",2017,94.08,1999,2017
"37",2014,"Malaysian Grand Prix","ricciardo","Red Bull","Renault",0,118.913,NA,NA,NA,117.183,1.72999999999999,0.0147632335748359,0,"Sepang International Circuit","Sepang"," Malaysia",5.543,15,"Clockwise","Race","1999 Malaysian Grand Prix","2017 Malaysian Grand Prix",19,"1:34.080","Sebastian Vettel",2017,94.08,1999,2017
"38",2014,"Malaysian Grand Prix","gutierrez","Sauber","Ferrari",0,121.134,NA,NA,NA,117.183,3.95099999999999,0.0337164947133969,0,"Sepang International Circuit","Sepang"," Malaysia",5.543,15,"Clockwise","Race","1999 Malaysian Grand Prix","2017 Malaysian Grand Prix",19,"1:34.080","Sebastian Vettel",2017,94.08,1999,2017
"39",2014,"Malaysian Grand Prix","sutil","Sauber","Ferrari",0,122.131,NA,NA,NA,117.183,4.94799999999999,0.0422245547562359,0,"Sepang International Circuit","Sepang"," Malaysia",5.543,15,"Clockwise","Race","1999 Malaysian Grand Prix","2017 Malaysian Grand Prix",19,"1:34.080","Sebastian Vettel",2017,94.08,1999,2017
"40",2014,"Malaysian Grand Prix","vergne","Toro Rosso","Renault",0,121.689,NA,NA,NA,117.183,4.50599999999999,0.0384526765827807,0,"Sepang International Circuit","Sepang"," Malaysia",5.543,15,"Clockwise","Race","1999 Malaysian Grand Prix","2017 Malaysian Grand Prix",19,"1:34.080","Sebastian Vettel",2017,94.08,1999,2017
"41",2014,"Malaysian Grand Prix","jules_bianchi","Marussia","Ferrari",0,122.702,NA,NA,NA,117.183,5.51899999999999,0.0470972752020343,0,"Sepang International Circuit","Sepang"," Malaysia",5.543,15,"Clockwise","Race","1999 Malaysian Grand Prix","2017 Malaysian Grand Prix",19,"1:34.080","Sebastian Vettel",2017,94.08,1999,2017
"42",2014,"Malaysian Grand Prix","maldonado","Lotus","Renault",0,122.074,NA,NA,NA,117.183,4.89099999999999,0.0417381360777586,0,"Sepang International Circuit","Sepang"," Malaysia",5.543,15,"Clockwise","Race","1999 Malaysian Grand Prix","2017 Malaysian Grand Prix",19,"1:34.080","Sebastian Vettel",2017,94.08,1999,2017
"43",2014,"Malaysian Grand Prix","perez","Force India","Mercedes",0,120.076,NA,NA,NA,117.183,2.89299999999999,0.024687881347977,0,"Sepang International Circuit","Sepang"," Malaysia",5.543,15,"Clockwise","Race","1999 Malaysian Grand Prix","2017 Malaysian Grand Prix",19,"1:34.080","Sebastian Vettel",2017,94.08,1999,2017
"44",2014,"Bahrain Grand Prix","hamilton","Mercedes","Mercedes",1,95.323,NA,NA,NA,94.874,0.448999999999998,0.00473259270189934,0,"Bahrain International Circuit","Sakhir"," Bahrain",5.412,15,"Clockwise","Race","2004 Bahrain Grand Prix","2025 Bahrain Grand Prix",22,"1:30.252","Michael Schumacher",2004,90.252,2004,2025
"45",2014,"Bahrain Grand Prix","rosberg","Mercedes","Mercedes",1,95.439,NA,NA,NA,94.874,0.564999999999998,0.00595526698568625,0,"Bahrain International Circuit","Sakhir"," Bahrain",5.412,15,"Clockwise","Race","2004 Bahrain Grand Prix","2025 Bahrain Grand Prix",22,"1:30.252","Michael Schumacher",2004,90.252,2004,2025
"46",2014,"Bahrain Grand Prix","perez","Force India","Mercedes",0,94.998,NA,NA,NA,94.874,0.124000000000009,0.00130699664818611,0,"Bahrain International Circuit","Sakhir"," Bahrain",5.412,15,"Clockwise","Race","2004 Bahrain Grand Prix","2025 Bahrain Grand Prix",22,"1:30.252","Michael Schumacher",2004,90.252,2004,2025
"47",2014,"Bahrain Grand Prix","ricciardo","Red Bull","Renault",0,96.22,NA,NA,NA,94.874,1.346,0.0141872378101482,0,"Bahrain International Circuit","Sakhir"," Bahrain",5.412,15,"Clockwise","Race","2004 Bahrain Grand Prix","2025 Bahrain Grand Prix",22,"1:30.252","Michael Schumacher",2004,90.252,2004,2025
"48",2014,"Bahrain Grand Prix","hulkenberg","Force India","Mercedes",0,94.874,NA,NA,NA,94.874,0,0,0,"Bahrain International Circuit","Sakhir"," Bahrain",5.412,15,"Clockwise","Race","2004 Bahrain Grand Prix","2025 Bahrain Grand Prix",22,"1:30.252","Michael Schumacher",2004,90.252,2004,2025
"49",2014,"Bahrain Grand Prix","vettel","Red Bull","Renault",0,95.549,NA,NA,NA,94.874,0.675000000000011,0.00711469949617399,0,"Bahrain International Circuit","Sakhir"," Bahrain",5.412,15,"Clockwise","Race","2004 Bahrain Grand Prix","2025 Bahrain Grand Prix",22,"1:30.252","Michael Schumacher",2004,90.252,2004,2025
"50",2014,"Bahrain Grand Prix","massa","Williams","Mercedes",0,95.085,NA,NA,NA,94.874,0.210999999999999,0.00222400236102619,0,"Bahrain International Circuit","Sakhir"," Bahrain",5.412,15,"Clockwise","Race","2004 Bahrain Grand Prix","2025 Bahrain Grand Prix",22,"1:30.252","Michael Schumacher",2004,90.252,2004,2025
"51",2014,"Bahrain Grand Prix","bottas","Williams","Mercedes",0,94.934,NA,NA,NA,94.874,0.0600000000000023,0.000632417732993257,0,"Bahrain International Circuit","Sakhir"," Bahrain",5.412,15,"Clockwise","Race","2004 Bahrain Grand Prix","2025 Bahrain Grand Prix",22,"1:30.252","Michael Schumacher",2004,90.252,2004,2025
"52",2014,"Bahrain Grand Prix","alonso","Ferrari","Ferrari",1,95.251,NA,NA,NA,94.874,0.37700000000001,0.00397369142230758,0,"Bahrain International Circuit","Sakhir"," Bahrain",5.412,15,"Clockwise","Race","2004 Bahrain Grand Prix","2025 Bahrain Grand Prix",22,"1:30.252","Michael Schumacher",2004,90.252,2004,2025
"53",2014,"Bahrain Grand Prix","raikkonen","Ferrari","Ferrari",1,95.234,NA,NA,NA,94.874,0.359999999999999,0.00379450639795939,0,"Bahrain International Circuit","Sakhir"," Bahrain",5.412,15,"Clockwise","Race","2004 Bahrain Grand Prix","2025 Bahrain Grand Prix",22,"1:30.252","Michael Schumacher",2004,90.252,2004,2025
"54",2014,"Bahrain Grand Prix","kvyat","Toro Rosso","Renault",0,95.395,NA,NA,NA,94.874,0.521000000000001,0.00549149398149125,0,"Bahrain International Circuit","Sakhir"," Bahrain",5.412,15,"Clockwise","Race","2004 Bahrain Grand Prix","2025 Bahrain Grand Prix",22,"1:30.252","Michael Schumacher",2004,90.252,2004,2025
"55",2014,"Bahrain Grand Prix","grosjean","Lotus","Renault",0,96.654,NA,NA,NA,94.874,1.78,0.0187617260787993,0,"Bahrain International Circuit","Sakhir"," Bahrain",5.412,15,"Clockwise","Race","2004 Bahrain Grand Prix","2025 Bahrain Grand Prix",22,"1:30.252","Michael Schumacher",2004,90.252,2004,2025
"56",2014,"Bahrain Grand Prix","chilton","Marussia","Ferrari",0,97.913,NA,NA,NA,94.874,3.039,0.0320319581761073,0,"Bahrain International Circuit","Sakhir"," Bahrain",5.412,15,"Clockwise","Race","2004 Bahrain Grand Prix","2025 Bahrain Grand Prix",22,"1:30.252","Michael Schumacher",2004,90.252,2004,2025
"57",2014,"Bahrain Grand Prix","maldonado","Lotus","Renault",0,96.663,NA,NA,NA,94.874,1.789,0.0188565887387483,0,"Bahrain International Circuit","Sakhir"," Bahrain",5.412,15,"Clockwise","Race","2004 Bahrain Grand Prix","2025 Bahrain Grand Prix",22,"1:30.252","Michael Schumacher",2004,90.252,2004,2025
"58",2014,"Bahrain Grand Prix","kobayashi","Caterham","Renault",0,97.085,NA,NA,NA,94.874,2.211,0.0233045934608006,0,"Bahrain International Circuit","Sakhir"," Bahrain",5.412,15,"Clockwise","Race","2004 Bahrain Grand Prix","2025 Bahrain Grand Prix",22,"1:30.252","Michael Schumacher",2004,90.252,2004,2025
"59",2014,"Bahrain Grand Prix","jules_bianchi","Marussia","Ferrari",0,97.31,NA,NA,NA,94.874,2.43600000000001,0.0256761599595253,0,"Bahrain International Circuit","Sakhir"," Bahrain",5.412,15,"Clockwise","Race","2004 Bahrain Grand Prix","2025 Bahrain Grand Prix",22,"1:30.252","Michael Schumacher",2004,90.252,2004,2025
"60",2014,"Bahrain Grand Prix","button","McLaren","Mercedes",0,95.699,NA,NA,NA,94.874,0.825000000000003,0.00869574382865699,0,"Bahrain International Circuit","Sakhir"," Bahrain",5.412,15,"Clockwise","Race","2004 Bahrain Grand Prix","2025 Bahrain Grand Prix",22,"1:30.252","Michael Schumacher",2004,90.252,2004,2025
"61",2014,"Bahrain Grand Prix","kevin_magnussen","McLaren","Mercedes",0,95.288,NA,NA,NA,94.874,0.414000000000001,0.00436368235765332,0,"Bahrain International Circuit","Sakhir"," Bahrain",5.412,15,"Clockwise","Race","2004 Bahrain Grand Prix","2025 Bahrain Grand Prix",22,"1:30.252","Michael Schumacher",2004,90.252,2004,2025
"62",2014,"Bahrain Grand Prix","gutierrez","Sauber","Ferrari",0,96.567,NA,NA,NA,94.874,1.693,0.017844720365959,0,"Bahrain International Circuit","Sakhir"," Bahrain",5.412,15,"Clockwise","Race","2004 Bahrain Grand Prix","2025 Bahrain Grand Prix",22,"1:30.252","Michael Schumacher",2004,90.252,2004,2025
"63",2014,"Bahrain Grand Prix","ericsson","Caterham","Renault",0,97.875,NA,NA,NA,94.874,3.001,0.0316314269452116,0,"Bahrain International Circuit","Sakhir"," Bahrain",5.412,15,"Clockwise","Race","2004 Bahrain Grand Prix","2025 Bahrain Grand Prix",22,"1:30.252","Michael Schumacher",2004,90.252,2004,2025
"64",2014,"Bahrain Grand Prix","vergne","Toro Rosso","Renault",0,95.815,NA,NA,NA,94.874,0.941000000000003,0.0099184181124439,0,"Bahrain International Circuit","Sakhir"," Bahrain",5.412,15,"Clockwise","Race","2004 Bahrain Grand Prix","2025 Bahrain Grand Prix",22,"1:30.252","Michael Schumacher",2004,90.252,2004,2025
"65",2014,"Bahrain Grand Prix","sutil","Sauber","Ferrari",0,96.84,NA,NA,NA,94.874,1.96600000000001,0.0207222210510784,0,"Bahrain International Circuit","Sakhir"," Bahrain",5.412,15,"Clockwise","Race","2004 Bahrain Grand Prix","2025 Bahrain Grand Prix",22,"1:30.252","Michael Schumacher",2004,90.252,2004,2025
"66",2014,"Chinese Grand Prix","hamilton","Mercedes","Mercedes",1,115.516,NA,NA,NA,115.516,0,0,0,"Shanghai International Circuit","Shanghai"," China",5.451,16,"Clockwise","Race","2004 Chinese Grand Prix","2025 Chinese Grand Prix",18,"1:32.238","Michael Schumacher",2004,92.238,2004,2025
"67",2014,"Chinese Grand Prix","rosberg","Mercedes","Mercedes",1,116.058,NA,NA,NA,115.516,0.542000000000002,0.00469199071990029,0,"Shanghai International Circuit","Shanghai"," China",5.451,16,"Clockwise","Race","2004 Chinese Grand Prix","2025 Chinese Grand Prix",18,"1:32.238","Michael Schumacher",2004,92.238,2004,2025
"68",2014,"Chinese Grand Prix","alonso","Ferrari","Ferrari",1,116.961,NA,NA,NA,115.516,1.44499999999999,0.0125090896499186,0,"Shanghai International Circuit","Shanghai"," China",5.451,16,"Clockwise","Race","2004 Chinese Grand Prix","2025 Chinese Grand Prix",18,"1:32.238","Michael Schumacher",2004,92.238,2004,2025
"69",2014,"Chinese Grand Prix","ricciardo","Red Bull","Renault",0,116.641,NA,NA,NA,115.516,1.125,0.00973891062709928,0,"Shanghai International Circuit","Shanghai"," China",5.451,16,"Clockwise","Race","2004 Chinese Grand Prix","2025 Chinese Grand Prix",18,"1:32.238","Michael Schumacher",2004,92.238,2004,2025
"70",2014,"Chinese Grand Prix","vettel","Red Bull","Renault",0,115.926,NA,NA,NA,115.516,0.409999999999997,0.00354929187298726,0,"Shanghai International Circuit","Shanghai"," China",5.451,16,"Clockwise","Race","2004 Chinese Grand Prix","2025 Chinese Grand Prix",18,"1:32.238","Michael Schumacher",2004,92.238,2004,2025
"71",2014,"Chinese Grand Prix","hulkenberg","Force India","Mercedes",0,115.913,NA,NA,NA,115.516,0.396999999999991,0.00343675335018518,0,"Shanghai International Circuit","Shanghai"," China",5.451,16,"Clockwise","Race","2004 Chinese Grand Prix","2025 Chinese Grand Prix",18,"1:32.238","Michael Schumacher",2004,92.238,2004,2025
"72",2014,"Chinese Grand Prix","bottas","Williams","Mercedes",0,116.501,NA,NA,NA,115.516,0.984999999999999,0.0085269573046158,0,"Shanghai International Circuit","Shanghai"," China",5.451,16,"Clockwise","Race","2004 Chinese Grand Prix","2025 Chinese Grand Prix",18,"1:32.238","Michael Schumacher",2004,92.238,2004,2025
"73",2014,"Chinese Grand Prix","raikkonen","Ferrari","Ferrari",1,118.279,NA,NA,NA,115.516,2.76299999999999,0.0239187645001557,0,"Shanghai International Circuit","Shanghai"," China",5.451,16,"Clockwise","Race","2004 Chinese Grand Prix","2025 Chinese Grand Prix",18,"1:32.238","Michael Schumacher",2004,92.238,2004,2025
"74",2014,"Chinese Grand Prix","perez","Force India","Mercedes",0,118.362,NA,NA,NA,115.516,2.84599999999999,0.0246372796841995,0,"Shanghai International Circuit","Shanghai"," China",5.451,16,"Clockwise","Race","2004 Chinese Grand Prix","2025 Chinese Grand Prix",18,"1:32.238","Michael Schumacher",2004,92.238,2004,2025
"75",2014,"Chinese Grand Prix","kvyat","Toro Rosso","Renault",0,117.261,NA,NA,NA,115.516,1.74499999999999,0.0151061324838117,0,"Shanghai International Circuit","Shanghai"," China",5.451,16,"Clockwise","Race","2004 Chinese Grand Prix","2025 Chinese Grand Prix",18,"1:32.238","Michael Schumacher",2004,92.238,2004,2025
"76",2014,"Chinese Grand Prix","button","McLaren","Mercedes",0,117.783,NA,NA,NA,115.516,2.267,0.0196249870147858,0,"Shanghai International Circuit","Shanghai"," China",5.451,16,"Clockwise","Race","2004 Chinese Grand Prix","2025 Chinese Grand Prix",18,"1:32.238","Michael Schumacher",2004,92.238,2004,2025
"77",2014,"Chinese Grand Prix","vergne","Toro Rosso","Renault",0,117.477,NA,NA,NA,115.516,1.961,0.0169760033242148,0,"Shanghai International Circuit","Shanghai"," China",5.451,16,"Clockwise","Race","2004 Chinese Grand Prix","2025 Chinese Grand Prix",18,"1:32.238","Michael Schumacher",2004,92.238,2004,2025
"78",2014,"Chinese Grand Prix","kevin_magnussen","McLaren","Mercedes",0,117.369,NA,NA,NA,115.516,1.85299999999999,0.0160410679040132,0,"Shanghai International Circuit","Shanghai"," China",5.451,16,"Clockwise","Race","2004 Chinese Grand Prix","2025 Chinese Grand Prix",18,"1:32.238","Michael Schumacher",2004,92.238,2004,2025
"79",2014,"Chinese Grand Prix","massa","Williams","Mercedes",0,116.85,NA,NA,NA,115.516,1.33399999999999,0.0115481838013781,0,"Shanghai International Circuit","Shanghai"," China",5.451,16,"Clockwise","Race","2004 Chinese Grand Prix","2025 Chinese Grand Prix",18,"1:32.238","Michael Schumacher",2004,92.238,2004,2025
