Year,EventName,DriverId,TeamName,engine,works,Q1time
2016,Hungarian Grand Prix,massa,Williams,Mercedes,0,103.999
2016,Hungarian Grand Prix,wehrlein,Manor,Mercedes,0,107.343
2016,Hungarian Grand Prix,ericsson,Sauber,Ferrari,0,106.984
2016,Hungarian Grand Prix,haryanto,Manor,Mercedes,0,110.189
2016,Hungarian Grand Prix,button,McLaren,Honda,1,97.983
2016,German Grand Prix,hamilton,Mercedes,Mercedes,1,75.243
2016,German Grand Prix,ricciardo,Red Bull,Renault,0,75.591
2016,German Grand Prix,max_verstappen,Red Bull,Renault,0,75.875
2016,German Grand Prix,rosberg,Mercedes,Mercedes,1,75.485
2016,German Grand Prix,vettel,Ferrari,Ferrari,1,75.92699999999999
2016,German Grand Prix,raikkonen,Ferrari,Ferrari,1,75.752
2016,German Grand Prix,hulkenberg,Force India,Mercedes,0,76.301
2016,German Grand Prix,button,McLaren,Honda,1,76.172
2016,German Grand Prix,bottas,Williams,Mercedes,0,75.952
2016,German Grand Prix,perez,Force India,Mercedes,0,76.169
2016,German Grand Prix,gutierrez,Haas,Ferrari,0,75.987
2016,German Grand Prix,alonso,McLaren,Honda,1,76.338
2016,German Grand Prix,grosjean,Haas,Ferrari,0,76.328
2016,German Grand Prix,sainz,Toro Rosso,Ferrari,0,76.31700000000001
2016,German Grand Prix,kvyat,Toro Rosso,Ferrari,0,76.876
2016,German Grand Prix,kevin_magnussen,Renault,Renault,1,76.71600000000001
2016,German Grand Prix,wehrlein,Manor,Mercedes,0,76.717
2016,German Grand Prix,ericsson,Sauber,Ferrari,0,77.238
2016,German Grand Prix,jolyon_palmer,Renault,Renault,1,76.636
2016,German Grand Prix,haryanto,Manor,Mercedes,0,76.977
2016,German Grand Prix,nasr,Sauber,Ferrari,0,77.123
2016,German Grand Prix,massa,Williams,Mercedes,0,76.503
2016,Belgian Grand Prix,rosberg,Mercedes,Mercedes,1,108.019
2016,Belgian Grand Prix,ricciardo,Red Bull,Renault,0,108.407
2016,Belgian Grand Prix,hamilton,Mercedes,Mercedes,1,110.033
2016,Belgian Grand Prix,hulkenberg,Force India,Mercedes,0,108.08
2016,Belgian Grand Prix,perez,Force India,Mercedes,0,108.106
2016,Belgian Grand Prix,vettel,Ferrari,Ferrari,1,107.802
2016,Belgian Grand Prix,alonso,McLaren,Honda,1,NA
2016,Belgian Grand Prix,bottas,Williams,Mercedes,0,108.655
2016,Belgian Grand Prix,raikkonen,Ferrari,Ferrari,1,107.912
2016,Belgian Grand Prix,massa,Williams,Mercedes,0,107.738
2016,Belgian Grand Prix,max_verstappen,Red Bull,Renault,0,108.407
2016,Belgian Grand Prix,gutierrez,Haas,Ferrari,0,108.748
2016,Belgian Grand Prix,grosjean,Haas,Ferrari,0,108.751
2016,Belgian Grand Prix,kvyat,Toro Rosso,Ferrari,0,109.058
2016,Belgian Grand Prix,jolyon_palmer,Renault,Renault,1,108.901
2016,Belgian Grand Prix,ocon,Manor,Mercedes,0,109.05
2016,Belgian Grand Prix,nasr,Sauber,Ferrari,0,108.949
2016,Belgian Grand Prix,kevin_magnussen,Renault,Renault,1,108.8
2016,Belgian Grand Prix,ericsson,Sauber,Ferrari,0,109.071
2016,Belgian Grand Prix,sainz,Toro Rosso,Ferrari,0,108.876
2016,Belgian Grand Prix,button,McLaren,Honda,1,108.7
2016,Belgian Grand Prix,wehrlein,Manor,Mercedes,0,108.554
2016,Italian Grand Prix,rosberg,Mercedes,Mercedes,1,82.497
2016,Italian Grand Prix,hamilton,Mercedes,Mercedes,1,81.854
2016,Italian Grand Prix,vettel,Ferrari,Ferrari,1,83.077
2016,Italian Grand Prix,raikkonen,Ferrari,Ferrari,1,83.217
2016,Italian Grand Prix,ricciardo,Red Bull,Renault,0,83.158
2016,Italian Grand Prix,bottas,Williams,Mercedes,0,83.264
2016,Italian Grand Prix,max_verstappen,Red Bull,Renault,0,83.229
2016,Italian Grand Prix,perez,Force India,Mercedes,0,83.439
2016,Italian Grand Prix,massa,Williams,Mercedes,0,83.489
2016,Italian Grand Prix,hulkenberg,Force India,Mercedes,0,83.259
2016,Italian Grand Prix,grosjean,Haas,Ferrari,0,83.42099999999999
2016,Italian Grand Prix,button,McLaren,Honda,1,83.666
2016,Italian Grand Prix,gutierrez,Haas,Ferrari,0,83.386
2016,Italian Grand Prix,alonso,McLaren,Honda,1,83.783
2016,Italian Grand Prix,sainz,Toro Rosso,Ferrari,0,83.661
2016,Italian Grand Prix,ericsson,Sauber,Ferrari,0,84.087
2016,Italian Grand Prix,kevin_magnussen,Renault,Renault,1,84.436
2016,Italian Grand Prix,ocon,Manor,Mercedes,0,NA
2016,Italian Grand Prix,kvyat,Toro Rosso,Ferrari,0,83.825
2016,Italian Grand Prix,wehrlein,Manor,Mercedes,0,83.76
2016,Italian Grand Prix,jolyon_palmer,Renault,Renault,1,84.23
2016,Italian Grand Prix,nasr,Sauber,Ferrari,0,83.956
2016,Singapore Grand Prix,rosberg,Mercedes,Mercedes,1,105.316
2016,Singapore Grand Prix,ricciardo,Red Bull,Renault,0,104.255
2016,Singapore Grand Prix,hamilton,Mercedes,Mercedes,1,105.167
2016,Singapore Grand Prix,raikkonen,Ferrari,Ferrari,1,104.964
2016,Singapore Grand Prix,vettel,Ferrari,Ferrari,1,109.116
2016,Singapore Grand Prix,max_verstappen,Red Bull,Renault,0,105.036
2016,Singapore Grand Prix,alonso,McLaren,Honda,1,105.373
2016,Singapore Grand Prix,perez,Force India,Mercedes,0,105.204
2016,Singapore Grand Prix,kvyat,Toro Rosso,Ferrari,0,105.291
2016,Singapore Grand Prix,kevin_magnussen,Renault,Renault,1,106.825
2016,Singapore Grand Prix,gutierrez,Haas,Ferrari,0,105.465
2016,Singapore Grand Prix,massa,Williams,Mercedes,0,106.056
2016,Singapore Grand Prix,nasr,Sauber,Ferrari,0,106.86
2016,Singapore Grand Prix,sainz,Toro Rosso,Ferrari,0,105.499
2016,Singapore Grand Prix,jolyon_palmer,Renault,Renault,1,106.96
2016,Singapore Grand Prix,wehrlein,Manor,Mercedes,0,107.667
2016,Singapore Grand Prix,ericsson,Sauber,Ferrari,0,106.427
2016,Singapore Grand Prix,ocon,Manor,Mercedes,0,108.296
2016,Singapore Grand Prix,button,McLaren,Honda,1,105.262
2016,Singapore Grand Prix,bottas,Williams,Mercedes,0,106.086
2016,Singapore Grand Prix,hulkenberg,Force India,Mercedes,0,106.081
2016,Singapore Grand Prix,grosjean,Haas,Ferrari,0,105.609
2016,Malaysian Grand Prix,ricciardo,Red Bull,Renault,0,95.079
2016,Malaysian Grand Prix,max_verstappen,Red Bull,Renault,0,95.443
2016,Malaysian Grand Prix,rosberg,Mercedes,Mercedes,1,94.46
2016,Malaysian Grand Prix,raikkonen,Ferrari,Ferrari,1,94.556
2016,Malaysian Grand Prix,bottas,Williams,Mercedes,0,95.166
2016,Malaysian Grand Prix,perez,Force India,Mercedes,0,95.068
2016,Malaysian Grand Prix,alonso,McLaren,Honda,1,97.155
2016,Malaysian Grand Prix,hulkenberg,Force India,Mercedes,0,94.827
2016,Malaysian Grand Prix,button,McLaren,Honda,1,95.267
2016,Malaysian Grand Prix,jolyon_palmer,Renault,Renault,1,95.999
2016,Malaysian Grand Prix,sainz,Toro Rosso,Ferrari,0,95.605
2016,Malaysian Grand Prix,ericsson,Sauber,Ferrari,0,95.816
2016,Malaysian Grand Prix,massa,Williams,Mercedes,0,95.267
2016,Malaysian Grand Prix,kvyat,Toro Rosso,Ferrari,0,95.695
2016,Malaysian Grand Prix,wehrlein,Manor,Mercedes,0,96.587
2016,Malaysian Grand Prix,ocon,Manor,Mercedes,0,96.451
2016,Malaysian Grand Prix,nasr,Sauber,Ferrari,0,95.949
2016,Malaysian Grand Prix,hamilton,Mercedes,Mercedes,1,94.444
2016,Malaysian Grand Prix,gutierrez,Haas,Ferrari,0,95.658
2016,Malaysian Grand Prix,kevin_magnussen,Renault,Renault,1,95.593
2016,Malaysian Grand Prix,grosjean,Haas,Ferrari,0,95.4
2016,Malaysian Grand Prix,vettel,Ferrari,Ferrari,1,94.557
2016,Japanese Grand Prix,rosberg,Mercedes,Mercedes,1,91.858
2016,Japanese Grand Prix,max_verstappen,Red Bull,Renault,0,92.487
2016,Japanese Grand Prix,hamilton,Mercedes,Mercedes,1,92.218
2016,Japanese Grand Prix,vettel,Ferrari,Ferrari,1,91.659
2016,Japanese Grand Prix,raikkonen,Ferrari,Ferrari,1,91.674
2016,Japanese Grand Prix,ricciardo,Red Bull,Renault,0,92.538
2016,Japanese Grand Prix,perez,Force India,Mercedes,0,92.682
2016,Japanese Grand Prix,hulkenberg,Force India,Mercedes,0,92.448
2016,Japanese Grand Prix,massa,Williams,Mercedes,0,92.562
2016,Japanese Grand Prix,bottas,Williams,Mercedes,0,92.383
2016,Japanese Grand Prix,grosjean,Haas,Ferrari,0,92.458
2016,Japanese Grand Prix,jolyon_palmer,Renault,Renault,1,92.796
2016,Japanese Grand Prix,kvyat,Toro Rosso,Ferrari,0,92.645
2016,Japanese Grand Prix,kevin_magnussen,Renault,Renault,1,93.023
2016,Japanese Grand Prix,ericsson,Sauber,Ferrari,0,93.222
2016,Japanese Grand Prix,alonso,McLaren,Honda,1,92.819
2016,Japanese Grand Prix,sainz,Toro Rosso,Ferrari,0,92.789
2016,Japanese Grand Prix,button,McLaren,Honda,1,92.851
2016,Japanese Grand Prix,nasr,Sauber,Ferrari,0,93.332
2016,Japanese Grand Prix,gutierrez,Haas,Ferrari,0,92.62
2016,Japanese Grand Prix,ocon,Manor,Mercedes,0,93.353
2016,Japanese Grand Prix,wehrlein,Manor,Mercedes,0,93.561
2016,United States Grand Prix,hamilton,Mercedes,Mercedes,1,96.296
2016,United States Grand Prix,rosberg,Mercedes,Mercedes,1,96.397
2016,United States Grand Prix,ricciardo,Red Bull,Renault,0,96.759
2016,United States Grand Prix,vettel,Ferrari,Ferrari,1,97.151
2016,United States Grand Prix,alonso,McLaren,Honda,1,97.913
2016,United States Grand Prix,sainz,Toro Rosso,Ferrari,0,97.744
2016,United States Grand Prix,massa,Williams,Mercedes,0,97.402
2016,United States Grand Prix,perez,Force India,Mercedes,0,97.345
2016,United States Grand Prix,button,McLaren,Honda,1,98.327
2016,United States Grand Prix,grosjean,Haas,Ferrari,0,98.308
2016,United States Grand Prix,kvyat,Toro Rosso,Ferrari,0,97.844
2016,United States Grand Prix,kevin_magnussen,Renault,Renault,1,98.317
2016,United States Grand Prix,jolyon_palmer,Renault,Renault,1,98.084
2016,United States Grand Prix,ericsson,Sauber,Ferrari,0,98.04
2016,United States Grand Prix,nasr,Sauber,Ferrari,0,98.583
2016,United States Grand Prix,bottas,Williams,Mercedes,0,97.456
2016,United States Grand Prix,wehrlein,Manor,Mercedes,0,98.548
2016,United States Grand Prix,ocon,Manor,Mercedes,0,98.806
2016,United States Grand Prix,raikkonen,Ferrari,Ferrari,1,96.985
2016,United States Grand Prix,max_verstappen,Red Bull,Renault,0,96.613
2016,United States Grand Prix,gutierrez,Haas,Ferrari,0,98.053
2016,United States Grand Prix,hulkenberg,Force India,Mercedes,0,96.95
2016,Mexican Grand Prix,hamilton,Mercedes,Mercedes,1,79.447
2016,Mexican Grand Prix,rosberg,Mercedes,Mercedes,1,79.996
2016,Mexican Grand Prix,ricciardo,Red Bull,Renault,0,79.713
2016,Mexican Grand Prix,max_verstappen,Red Bull,Renault,0,79.874
2016,Mexican Grand Prix,vettel,Ferrari,Ferrari,1,79.865
2016,Mexican Grand Prix,raikkonen,Ferrari,Ferrari,1,79.554
2016,Mexican Grand Prix,hulkenberg,Force India,Mercedes,0,80.599
2016,Mexican Grand Prix,bottas,Williams,Mercedes,0,80.338
2016,Mexican Grand Prix,massa,Williams,Mercedes,0,80.423
2016,Mexican Grand Prix,perez,Force India,Mercedes,0,80.30799999999999
2016,Mexican Grand Prix,ericsson,Sauber,Ferrari,0,81.062
2016,Mexican Grand Prix,button,McLaren,Honda,1,81.333
2016,Mexican Grand Prix,alonso,McLaren,Honda,1,80.55199999999999
2016,Mexican Grand Prix,jolyon_palmer,Renault,Renault,1,NA
2016,Mexican Grand Prix,nasr,Sauber,Ferrari,0,81.69200000000001
2016,Mexican Grand Prix,sainz,Toro Rosso,Ferrari,0,80.457
2016,Mexican Grand Prix,kevin_magnussen,Renault,Renault,1,81.254
2016,Mexican Grand Prix,kvyat,Toro Rosso,Ferrari,0,81.45400000000001
2016,Mexican Grand Prix,gutierrez,Haas,Ferrari,0,81.401
2016,Mexican Grand Prix,grosjean,Haas,Ferrari,0,81.916
2016,Mexican Grand Prix,ocon,Manor,Mercedes,0,81.881
2016,Mexican Grand Prix,wehrlein,Manor,Mercedes,0,81.363
2016,Brazilian Grand Prix,hamilton,Mercedes,Mercedes,1,71.511
2016,Brazilian Grand Prix,rosberg,Mercedes,Mercedes,1,71.815
2016,Brazilian Grand Prix,max_verstappen,Red Bull,Renault,0,71.957
2016,Brazilian Grand Prix,perez,Force India,Mercedes,0,72.684
2016,Brazilian Grand Prix,vettel,Ferrari,Ferrari,1,72.159
2016,Brazilian Grand Prix,sainz,Toro Rosso,Ferrari,0,72.95
2016,Brazilian Grand Prix,hulkenberg,Force India,Mercedes,0,72.428
2016,Brazilian Grand Prix,ricciardo,Red Bull,Renault,0,72.409
2016,Brazilian Grand Prix,nasr,Sauber,Ferrari,0,73.681
2016,Brazilian Grand Prix,alonso,McLaren,Honda,1,72.7
2016,Brazilian Grand Prix,bottas,Williams,Mercedes,0,72.68
2016,Brazilian Grand Prix,ocon,Manor,Mercedes,0,73.432
2016,Brazilian Grand Prix,kvyat,Toro Rosso,Ferrari,0,73.071
2016,Brazilian Grand Prix,kevin_magnussen,Renault,Renault,1,73.41
2016,Brazilian Grand Prix,wehrlein,Manor,Mercedes,0,73.42699999999999
2016,Brazilian Grand Prix,button,McLaren,Honda,1,73.276
2016,Brazilian Grand Prix,gutierrez,Haas,Ferrari,0,73.05199999999999
2016,Brazilian Grand Prix,massa,Williams,Mercedes,0,72.432
2016,Brazilian Grand Prix,jolyon_palmer,Renault,Renault,1,73.259
2016,Brazilian Grand Prix,raikkonen,Ferrari,Ferrari,1,72.1
2016,Brazilian Grand Prix,ericsson,Sauber,Ferrari,0,73.623
2016,Brazilian Grand Prix,grosjean,Haas,Ferrari,0,72.893
2016,Abu Dhabi Grand Prix,hamilton,Mercedes,Mercedes,1,99.487
2016,Abu Dhabi Grand Prix,rosberg,Mercedes,Mercedes,1,100.511
2016,Abu Dhabi Grand Prix,vettel,Ferrari,Ferrari,1,100.341
2016,Abu Dhabi Grand Prix,max_verstappen,Red Bull,Renault,0,100.424
2016,Abu Dhabi Grand Prix,ricciardo,Red Bull,Renault,0,101.002
2016,Abu Dhabi Grand Prix,raikkonen,Ferrari,Ferrari,1,100.338
2016,Abu Dhabi Grand Prix,hulkenberg,Force India,Mercedes,0,101
2016,Abu Dhabi Grand Prix,perez,Force India,Mercedes,0,100.864
2016,Abu Dhabi Grand Prix,massa,Williams,Mercedes,0,101.157
2016,Abu Dhabi Grand Prix,alonso,McLaren,Honda,1,101.616
2016,Abu Dhabi Grand Prix,grosjean,Haas,Ferrari,0,101.467
2016,Abu Dhabi Grand Prix,gutierrez,Haas,Ferrari,0,101.639
2016,Abu Dhabi Grand Prix,ocon,Manor,Mercedes,0,102.286
2016,Abu Dhabi Grand Prix,wehrlein,Manor,Mercedes,0,101.886
2016,Abu Dhabi Grand Prix,ericsson,Sauber,Ferrari,0,102.637
2016,Abu Dhabi Grand Prix,nasr,Sauber,Ferrari,0,102.247
2016,Abu Dhabi Grand Prix,jolyon_palmer,Renault,Renault,1,101.775
2016,Abu Dhabi Grand Prix,sainz,Toro Rosso,Ferrari,0,102.393
2016,Abu Dhabi Grand Prix,kvyat,Toro Rosso,Ferrari,0,102.003
2016,Abu Dhabi Grand Prix,button,McLaren,Honda,1,101.158
2016,Abu Dhabi Grand Prix,bottas,Williams,Mercedes,0,101.192
2016,Abu Dhabi Grand Prix,kevin_magnussen,Renault,Renault,1,102.142
2017,Australian Grand Prix,vettel,Ferrari,Ferrari,1,85.21000000000001
2017,Australian Grand Prix,hamilton,Mercedes,Mercedes,1,84.191
2017,Australian Grand Prix,bottas,Mercedes,Mercedes,1,84.514
2017,Australian Grand Prix,raikkonen,Ferrari,Ferrari,1,84.352
2017,Australian Grand Prix,max_verstappen,Red Bull,Renault,0,84.482
2017,Australian Grand Prix,massa,Williams,Mercedes,0,85.099
2017,Australian Grand Prix,perez,Force India,Mercedes,0,85.064
2017,Australian Grand Prix,sainz,Toro Rosso,Renault,0,85.542
2017,Australian Grand Prix,kvyat,Toro Rosso,Renault,0,85.97
2017,Australian Grand Prix,ocon,Force India,Mercedes,0,86.009
2017,Australian Grand Prix,hulkenberg,Renault,Renault,1,84.975
2017,Australian Grand Prix,giovinazzi,Sauber,Ferrari,0,86.419
2017,Australian Grand Prix,vandoorne,McLaren,Honda,1,86.858
2017,Australian Grand Prix,alonso,McLaren,Honda,1,85.872
2017,Australian Grand Prix,kevin_magnussen,Haas,Ferrari,0,86.84700000000001
2017,Australian Grand Prix,stroll,Williams,Mercedes,0,87.143
2017,Australian Grand Prix,ricciardo,Red Bull,Renault,0,85.383
2017,Australian Grand Prix,ericsson,Sauber,Ferrari,0,86.236
2017,Australian Grand Prix,jolyon_palmer,Renault,Renault,1,88.244
2017,Australian Grand Prix,grosjean,Haas,Ferrari,0,85.419
2017,Chinese Grand Prix,hamilton,Mercedes,Mercedes,1,93.333
2017,Chinese Grand Prix,vettel,Ferrari,Ferrari,1,93.078
2017,Chinese Grand Prix,max_verstappen,Red Bull,Renault,0,95.433
2017,Chinese Grand Prix,ricciardo,Red Bull,Renault,0,94.041
2017,Chinese Grand Prix,raikkonen,Ferrari,Ferrari,1,93.341
2017,Chinese Grand Prix,bottas,Mercedes,Mercedes,1,93.684
2017,Chinese Grand Prix,sainz,Toro Rosso,Renault,0,94.567
2017,Chinese Grand Prix,kevin_magnussen,Haas,Ferrari,0,94.942
2017,Chinese Grand Prix,perez,Force India,Mercedes,0,94.657
2017,Chinese Grand Prix,ocon,Force India,Mercedes,0,95.496
2017,Chinese Grand Prix,grosjean,Haas,Ferrari,0,95.223
2017,Chinese Grand Prix,hulkenberg,Renault,Renault,1,94.453
2017,Chinese Grand Prix,jolyon_palmer,Renault,Renault,1,95.279
2017,Chinese Grand Prix,massa,Williams,Mercedes,0,94.205
2017,Chinese Grand Prix,ericsson,Sauber,Ferrari,0,94.892
2017,Chinese Grand Prix,alonso,McLaren,Honda,1,94.499
2017,Chinese Grand Prix,kvyat,Toro Rosso,Renault,0,94.44
2017,Chinese Grand Prix,vandoorne,McLaren,Honda,1,95.023
2017,Chinese Grand Prix,giovinazzi,Sauber,Ferrari,0,94.963
2017,Chinese Grand Prix,stroll,Williams,Mercedes,0,93.986
2017,Bahrain Grand Prix,vettel,Ferrari,Ferrari,1,91.037
2017,Bahrain Grand Prix,hamilton,Mercedes,Mercedes,1,90.814
2017,Bahrain Grand Prix,bottas,Mercedes,Mercedes,1,91.041
2017,Bahrain Grand Prix,raikkonen,Ferrari,Ferrari,1,90.988
2017,Bahrain Grand Prix,ricciardo,Red Bull,Renault,0,91.667
2017,Bahrain Grand Prix,massa,Williams,Mercedes,0,91.373
2017,Bahrain Grand Prix,perez,Force India,Mercedes,0,92.318
2017,Bahrain Grand Prix,grosjean,Haas,Ferrari,0,91.691
2017,Bahrain Grand Prix,hulkenberg,Renault,Renault,1,91.057
2017,Bahrain Grand Prix,ocon,Force India,Mercedes,0,91.774
2017,Bahrain Grand Prix,wehrlein,Sauber,Ferrari,0,91.995
2017,Bahrain Grand Prix,kvyat,Toro Rosso,Renault,0,91.531
2017,Bahrain Grand Prix,jolyon_palmer,Renault,Renault,1,91.458
2017,Bahrain Grand Prix,alonso,McLaren,Honda,1,92.054
2017,Bahrain Grand Prix,ericsson,Sauber,Ferrari,0,92.543
2017,Bahrain Grand Prix,sainz,Toro Rosso,Renault,0,92.118
2017,Bahrain Grand Prix,stroll,Williams,Mercedes,0,91.748
2017,Bahrain Grand Prix,max_verstappen,Red Bull,Renault,0,90.904
2017,Bahrain Grand Prix,kevin_magnussen,Haas,Ferrari,0,92.9
2017,Bahrain Grand Prix,vandoorne,McLaren,Honda,1,92.313
2017,Russian Grand Prix,bottas,Mercedes,Mercedes,1,94.041
2017,Russian Grand Prix,vettel,Ferrari,Ferrari,1,94.493
2017,Russian Grand Prix,raikkonen,Ferrari,Ferrari,1,94.953
2017,Russian Grand Prix,hamilton,Mercedes,Mercedes,1,94.409
2017,Russian Grand Prix,max_verstappen,Red Bull,Renault,0,95.301
2017,Russian Grand Prix,perez,Force India,Mercedes,0,96.185
2017,Russian Grand Prix,ocon,Force India,Mercedes,0,95.372
2017,Russian Grand Prix,hulkenberg,Renault,Renault,1,95.507
2017,Russian Grand Prix,massa,Williams,Mercedes,0,95.828
2017,Russian Grand Prix,sainz,Toro Rosso,Renault,0,95.827
2017,Russian Grand Prix,stroll,Williams,Mercedes,0,96.279
2017,Russian Grand Prix,kvyat,Toro Rosso,Renault,0,95.984
2017,Russian Grand Prix,kevin_magnussen,Haas,Ferrari,0,96.408
2017,Russian Grand Prix,vandoorne,McLaren,Honda,1,97.07
2017,Russian Grand Prix,ericsson,Sauber,Ferrari,0,97.507
2017,Russian Grand Prix,wehrlein,Sauber,Ferrari,0,97.332
2017,Russian Grand Prix,ricciardo,Red Bull,Renault,0,95.56
2017,Russian Grand Prix,jolyon_palmer,Renault,Renault,1,96.462
2017,Russian Grand Prix,grosjean,Haas,Ferrari,0,97.62
2017,Russian Grand Prix,alonso,McLaren,Honda,1,96.353
2017,Spanish Grand Prix,hamilton,Mercedes,Mercedes,1,80.511
2017,Spanish Grand Prix,vettel,Ferrari,Ferrari,1,80.939
2017,Spanish Grand Prix,ricciardo,Red Bull,Renault,0,81.70400000000001
2017,Spanish Grand Prix,perez,Force India,Mercedes,0,81.998
2017,Spanish Grand Prix,ocon,Force India,Mercedes,0,81.901
2017,Spanish Grand Prix,hulkenberg,Renault,Renault,1,82.09100000000001
2017,Spanish Grand Prix,sainz,Toro Rosso,Renault,0,81.941
2017,Spanish Grand Prix,wehrlein,Sauber,Ferrari,0,82.327
2017,Spanish Grand Prix,kvyat,Toro Rosso,Renault,0,82.746
2017,Spanish Grand Prix,grosjean,Haas,Ferrari,0,81.822
2017,Spanish Grand Prix,ericsson,Sauber,Ferrari,0,82.332
2017,Spanish Grand Prix,alonso,McLaren,Honda,1,82.015
2017,Spanish Grand Prix,massa,Williams,Mercedes,0,82.138
2017,Spanish Grand Prix,kevin_magnussen,Haas,Ferrari,0,81.945
2017,Spanish Grand Prix,jolyon_palmer,Renault,Renault,1,82.401
2017,Spanish Grand Prix,stroll,Williams,Mercedes,0,82.411
2017,Spanish Grand Prix,bottas,Mercedes,Mercedes,1,80.991
2017,Spanish Grand Prix,vandoorne,McLaren,Honda,1,82.532
2017,Spanish Grand Prix,max_verstappen,Red Bull,Renault,0,81.43
2017,Spanish Grand Prix,raikkonen,Ferrari,Ferrari,1,80.742
2017,Monaco Grand Prix,vettel,Ferrari,Ferrari,1,73.09
2017,Monaco Grand Prix,raikkonen,Ferrari,Ferrari,1,73.117
2017,Monaco Grand Prix,ricciardo,Red Bull,Renault,0,73.219
2017,Monaco Grand Prix,bottas,Mercedes,Mercedes,1,73.325
2017,Monaco Grand Prix,max_verstappen,Red Bull,Renault,0,73.078
2017,Monaco Grand Prix,sainz,Toro Rosso,Renault,0,73.526
2017,Monaco Grand Prix,hamilton,Mercedes,Mercedes,1,73.64
2017,Monaco Grand Prix,grosjean,Haas,Ferrari,0,73.786
2017,Monaco Grand Prix,massa,Williams,Mercedes,0,73.79599999999999
2017,Monaco Grand Prix,kevin_magnussen,Haas,Ferrari,0,73.531
2017,Monaco Grand Prix,jolyon_palmer,Renault,Renault,1,74.696
2017,Monaco Grand Prix,ocon,Force India,Mercedes,0,74.101
2017,Monaco Grand Prix,perez,Force India,Mercedes,0,73.53
2017,Monaco Grand Prix,kvyat,Toro Rosso,Renault,0,73.899
2017,Monaco Grand Prix,stroll,Williams,Mercedes,0,74.893
2017,Monaco Grand Prix,vandoorne,McLaren,Honda,1,73.476
2017,Monaco Grand Prix,ericsson,Sauber,Ferrari,0,75.276
2017,Monaco Grand Prix,button,McLaren,Honda,1,73.723
2017,Monaco Grand Prix,wehrlein,Sauber,Ferrari,0,75.159
2017,Monaco Grand Prix,hulkenberg,Renault,Renault,1,73.787
2017,Canadian Grand Prix,hamilton,Mercedes,Mercedes,1,72.69200000000001
2017,Canadian Grand Prix,bottas,Mercedes,Mercedes,1,72.685
2017,Canadian Grand Prix,ricciardo,Red Bull,Renault,0,73.543
2017,Canadian Grand Prix,vettel,Ferrari,Ferrari,1,73.04599999999999
2017,Canadian Grand Prix,perez,Force India,Mercedes,0,73.47
2017,Canadian Grand Prix,ocon,Force India,Mercedes,0,73.52
2017,Canadian Grand Prix,raikkonen,Ferrari,Ferrari,1,73.548
2017,Canadian Grand Prix,hulkenberg,Renault,Renault,1,73.804
2017,Canadian Grand Prix,stroll,Williams,Mercedes,0,74.209
2017,Canadian Grand Prix,grosjean,Haas,Ferrari,0,73.78
2017,Canadian Grand Prix,jolyon_palmer,Renault,Renault,1,73.99
2017,Canadian Grand Prix,kevin_magnussen,Haas,Ferrari,0,74.318
2017,Canadian Grand Prix,ericsson,Sauber,Ferrari,0,74.495
2017,Canadian Grand Prix,vandoorne,McLaren,Honda,1,74.182
2017,Canadian Grand Prix,wehrlein,Sauber,Ferrari,0,74.81
2017,Canadian Grand Prix,alonso,McLaren,Honda,1,73.669
2017,Canadian Grand Prix,kvyat,Toro Rosso,Renault,0,73.80199999999999
2017,Canadian Grand Prix,max_verstappen,Red Bull,Renault,0,73.17699999999999
2017,Canadian Grand Prix,massa,Williams,Mercedes,0,73.435
2017,Canadian Grand Prix,sainz,Toro Rosso,Renault,0,74.051
2017,Azerbaijan Grand Prix,ricciardo,Red Bull,Renault,0,102.857
2017,Azerbaijan Grand Prix,bottas,Mercedes,Mercedes,1,103.026
2017,Azerbaijan Grand Prix,stroll,Williams,Mercedes,0,103.613
2017,Azerbaijan Grand Prix,vettel,Ferrari,Ferrari,1,102.952
2017,Azerbaijan Grand Prix,hamilton,Mercedes,Mercedes,1,101.983
2017,Azerbaijan Grand Prix,ocon,Force India,Mercedes,0,103.051
2017,Azerbaijan Grand Prix,kevin_magnussen,Haas,Ferrari,0,104.029
2017,Azerbaijan Grand Prix,sainz,Toro Rosso,Renault,0,103.489
2017,Azerbaijan Grand Prix,alonso,McLaren,Honda,1,104.334
2017,Azerbaijan Grand Prix,wehrlein,Sauber,Ferrari,0,104.317
2017,Azerbaijan Grand Prix,ericsson,Sauber,Ferrari,0,104.795
2017,Azerbaijan Grand Prix,vandoorne,McLaren,Honda,1,105.03
2017,Azerbaijan Grand Prix,grosjean,Haas,Ferrari,0,104.468
2017,Azerbaijan Grand Prix,raikkonen,Ferrari,Ferrari,1,102.678
2017,Azerbaijan Grand Prix,perez,Force India,Mercedes,0,103.162
2017,Azerbaijan Grand Prix,massa,Williams,Mercedes,0,103.165
2017,Azerbaijan Grand Prix,hulkenberg,Renault,Renault,1,103.93
2017,Azerbaijan Grand Prix,max_verstappen,Red Bull,Renault,0,102.544
2017,Azerbaijan Grand Prix,kvyat,Toro Rosso,Renault,0,102.927
2017,Azerbaijan Grand Prix,jolyon_palmer,Renault,Renault,1,NA
2017,Austrian Grand Prix,bottas,Mercedes,Mercedes,1,65.76
2017,Austrian Grand Prix,vettel,Ferrari,Ferrari,1,65.585
2017,Austrian Grand Prix,ricciardo,Red Bull,Renault,0,65.854
