Year,EventName,TeamName,DriverId,SessionCondition,FullThrottlePct,Q1_time,engine,works
2019,Brazilian Grand Prix,Alfa Romeo Racing,giovinazzi,dry,61.22047244094488,69.175,Ferrari,0
2019,Brazilian Grand Prix,Renault,hulkenberg,dry,61.22047244094488,69.05,Renault,1
2019,Brazilian Grand Prix,Racing Point,perez,dry,61.22047244094488,69.288,Mercedes,0
2019,Brazilian Grand Prix,Toro Rosso,kvyat,dry,61.22047244094488,69.32,Honda,1
2019,Brazilian Grand Prix,Racing Point,stroll,dry,61.22047244094488,69.536,Mercedes,0
2019,Brazilian Grand Prix,Williams,russell,dry,61.22047244094488,70.126,Mercedes,0
2019,Brazilian Grand Prix,Williams,kubica,dry,61.22047244094488,70.614,Mercedes,0
2024,Qatar Grand Prix,Red Bull Racing,max_verstappen,dry,70.68403908794788,81.579,Honda,1
2024,Qatar Grand Prix,Mercedes,russell,dry,70.68403908794788,81.241,Mercedes,1
2024,Qatar Grand Prix,McLaren,norris,dry,70.68403908794788,81.578,Mercedes,0
2024,Qatar Grand Prix,McLaren,piastri,dry,70.68403908794788,81.821,Mercedes,0
2024,Qatar Grand Prix,Ferrari,leclerc,dry,70.68403908794788,81.278,Ferrari,1
2024,Qatar Grand Prix,Mercedes,hamilton,dry,70.68403908794788,81.637,Mercedes,1
2024,Qatar Grand Prix,Ferrari,sainz,dry,70.68403908794788,81.447,Ferrari,1
2024,Qatar Grand Prix,Aston Martin,alonso,dry,70.68403908794788,81.608,Mercedes,0
2024,Qatar Grand Prix,Red Bull Racing,perez,dry,70.68403908794788,81.675,Honda,1
2024,Qatar Grand Prix,Haas F1 Team,kevin_magnussen,dry,70.68403908794788,81.891,Ferrari,0
2024,Qatar Grand Prix,Alpine,gasly,dry,70.68403908794788,81.843,Renault,1
2024,Qatar Grand Prix,Kick Sauber,zhou,dry,70.68403908794788,82.103,Ferrari,0
2024,Qatar Grand Prix,Kick Sauber,bottas,dry,70.68403908794788,81.927,Ferrari,0
2024,Qatar Grand Prix,RB,tsunoda,dry,70.68403908794788,82.364,Honda,0
2024,Qatar Grand Prix,Aston Martin,stroll,dry,70.68403908794788,82.011,Mercedes,0
2024,Qatar Grand Prix,Williams,albon,dry,70.68403908794788,82.39,Mercedes,0
2024,Qatar Grand Prix,RB,lawson,dry,70.68403908794788,82.411,Honda,0
2024,Qatar Grand Prix,Haas F1 Team,hulkenberg,dry,70.68403908794788,82.442,Ferrari,0
2024,Qatar Grand Prix,Williams,colapinto,dry,70.68403908794788,82.594,Mercedes,0
2024,Qatar Grand Prix,Alpine,ocon,dry,70.68403908794788,82.714,Renault,1
2018,Abu Dhabi Grand Prix,Mercedes,hamilton,dry,57.66526019690576,96.828,Mercedes,1
2018,Abu Dhabi Grand Prix,Mercedes,bottas,dry,57.66526019690576,96.789,Mercedes,1
2018,Abu Dhabi Grand Prix,Ferrari,vettel,dry,57.66526019690576,96.775,Ferrari,1
2018,Abu Dhabi Grand Prix,Ferrari,raikkonen,dry,57.66526019690576,97.01,Ferrari,1
2018,Abu Dhabi Grand Prix,Red Bull Racing,ricciardo,dry,57.66526019690576,97.117,Renault,0
2018,Abu Dhabi Grand Prix,Red Bull Racing,max_verstappen,dry,57.66526019690576,97.195,Renault,0
2018,Abu Dhabi Grand Prix,Haas F1 Team,grosjean,dry,57.66526019690576,97.575,Ferrari,0
2018,Abu Dhabi Grand Prix,Sauber,leclerc,dry,57.66526019690576,97.124,Ferrari,0
2018,Abu Dhabi Grand Prix,Racing Point,ocon,dry,57.66526019690576,96.936,Mercedes,0
